# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    2    229     84      -     98     42      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    738    485 
    3    219     78      -     98     41      0      0      0      0  13365   2280      7      0  89166  89167      0      -      -      0    905    507 
    0    249     84      -     99     36      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1054    739 
    1    230     83      -     99     44      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1468    805 
    2    229     84      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1067    762 
    3    219     78      -     99     41      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1244    792 
    0    244     84      -     99     36      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0   1097    770 
    1    225     83      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1333    810 
    2    226     84      -     99     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1138    770 
    3    217     78      -     99     41      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1299    792 
    0    218     81      -    100     19      0      0      0      0  13365   2107      2      0  89162  89163      0      -      -      0  15774  10730 
    1    199     81      -    100     18      0      0      0      0  13365   2085      3      0  89164  89165      0      -      -      0  12203  23079 
    2    204     82      -    100     17      0      0      0      0  13365   2107      1      0  89166  89167      0      -      -      0      1  15528 
    3    202     76      -    100     17      0      0      0      0  13365   2145      2      0  89166  89167      0      -      -      0  12288  19054 
    0    246     83      -     98     35      0      0      0      0  13365   2280      8      0  89162  89163      0      -      -      0    752    483 
    1    224     81      -     98     43      0      0      0      0  13365   2265      4      0  89164  89165      0      -      -      0    880    509 
    2    230     83      -     98     43      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    761    479 
    3    217     77      -     98     41      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    892    513 
    0    249     83      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0      0      1 
    1    225     82      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0      0      2 
    2    231     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0      0      3 
    3    217     77      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0      0      0 
    0    118     80      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      0 
    1    113     79      -      0      0      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      0 
    2    112     80      -      0      0      0      0      0      0  13365   2325      0      0  89166  89167      0      -      -      0      0      0 
    3     89     74      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    0    244     82      -     98     36      0      0      0      0  13365   2287      6      0  89162  89163      0      -      -      0    786    478 
